Supplementary Data 7. Differential gene expression between clone #1 and clone #2 in Table 1,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Diff
PACS1,0.435826701,-0.068946702,0.235,0.2,1,-0.035
POM121C,0.435926812,-0.414186337,0.095,0.108,1,0.013
GIMAP6,0.436410836,0.011729806,0.121,0.103,1,-0.018
MVP,0.436683418,-0.212346262,0.189,0.202,1,0.013
HDAC10,0.437121113,0.00854674,0.114,0.096,1,-0.018
ZNF32,0.437534097,-0.444996231,0.133,0.144,1,0.011
NDUFA10,0.437973714,0.004160397,0.242,0.209,1,-0.033
CD164,0.438601695,-0.178777264,0.322,0.319,1,-0.003
NDUFB4,0.43868722,0.033470271,0.405,0.346,1,-0.059
B4GALT3,0.438932893,-0.037500803,0.167,0.142,1,-0.025
TUT4,0.439056549,0.169816665,0.295,0.266,1,-0.029
CDC25B,0.439151896,0.069121054,0.451,0.41,1,-0.041
UQCR11,0.439251875,0.020041288,0.784,0.712,1,-0.072
G3BP1,0.439272254,-0.271015706,0.212,0.226,1,0.014
ITPR2,0.439571898,0.025837382,0.136,0.114,1,-0.022
SNRNP27,0.440148536,-0.041850664,0.117,0.099,1,-0.018
NDUFA7,0.440187131,-0.00360009,0.205,0.177,1,-0.028
KLRD1,0.440992442,0.0488341,0.758,0.731,1,-0.027
USP34,0.441133416,-0.020330999,0.364,0.315,1,-0.049
PWWP2A,0.441868631,0.160267817,0.106,0.09,1,-0.016
MRPS5,0.443371418,-0.137785495,0.129,0.144,1,0.015
DLG1,0.443582686,0.178052787,0.114,0.097,1,-0.017
CAT,0.444115884,0.040062713,0.129,0.108,1,-0.021
SRSF9,0.444117939,-0.176800809,0.519,0.481,1,-0.038
CNIH4,0.444142315,0.125522363,0.125,0.107,1,-0.018
VPS13A,0.444147146,-0.465172055,0.144,0.153,1,0.009
NDUFB11,0.444398239,0.011690138,0.659,0.561,1,-0.098
LYPLA1,0.444472491,-0.020642629,0.178,0.15,1,-0.028
STMN3,0.444902337,0.076468024,0.208,0.183,1,-0.025
PITPNB,0.44494896,-0.272804757,0.114,0.128,1,0.014
EIF2B1,0.444961991,0.0025882,0.14,0.119,1,-0.021
LCP2,0.44496945,0.053892172,0.553,0.504,1,-0.049
PLEKHB2,0.444990721,0.063262143,0.159,0.138,1,-0.021
ZNF428,0.44540433,-0.157060835,0.348,0.343,1,-0.005
FOXN3,0.44553869,-0.049856087,0.314,0.27,1,-0.044
UROS,0.445792771,0.038202278,0.152,0.131,1,-0.021
ELOF1,0.446126652,0.008368754,0.144,0.124,1,-0.02
SEPTIN11,0.44702652,-0.448583742,0.106,0.118,1,0.012
COPB1,0.44720924,-0.029316422,0.201,0.171,1,-0.03
NUP98,0.447271658,-0.070317931,0.144,0.121,1,-0.023
PNPLA2,0.447421112,-0.007954648,0.28,0.245,1,-0.035
ATP6AP1,0.447466769,-0.261874545,0.201,0.209,1,0.008
SYS1,0.447679526,0.103894974,0.136,0.116,1,-0.02
MRPL16,0.448326821,-0.461840051,0.121,0.132,1,0.011
HSP90B1,0.448490035,-0.101761506,0.72,0.708,1,-0.012
SP4,0.448557403,-0.267914899,0.129,0.142,1,0.013
PIBF1,0.448579284,-0.539759789,0.095,0.105,1,0.01
ITM2B,0.448782215,0.048312048,0.928,0.877,1,-0.051
TMUB2,0.449032193,0.12363729,0.114,0.097,1,-0.017
TM9SF2,0.450082194,0.097588769,0.269,0.239,1,-0.03
LMBR1,0.450235574,0.167192588,0.121,0.103,1,-0.018
IDH3G,0.450310669,-0.050276703,0.231,0.199,1,-0.032
SUCLG1,0.45084292,-0.31479899,0.148,0.16,1,0.012
MPPE1,0.451399161,-0.313781905,0.167,0.178,1,0.011
ZFX,0.451481652,0.090094476,0.121,0.103,1,-0.018
ZNF91,0.451816508,-0.284473697,0.095,0.107,1,0.012
SDF2L1,0.451963111,-0.28470591,0.239,0.248,1,0.009
TLE4,0.452041375,-0.029571441,0.242,0.208,1,-0.034
LARP7,0.452161658,-0.310766878,0.098,0.113,1,0.015
N4BP2L1,0.452437033,-0.438332747,0.106,0.119,1,0.013
PDCD6,0.453374661,-0.066196816,0.326,0.278,1,-0.048
KIF22,0.45351723,0.022235222,0.193,0.168,1,-0.025
SNAP23,0.453930048,-0.367657269,0.133,0.144,1,0.011
STK25,0.453967723,0.108276061,0.148,0.128,1,-0.02
CLK2,0.454248363,0.177695955,0.11,0.093,1,-0.017
SRSF2,0.454601789,-0.18341661,0.564,0.542,1,-0.022
MOAP1,0.455089867,-0.124123653,0.144,0.121,1,-0.023
PTGDR,0.457013643,-0.215373975,0.299,0.298,1,-0.001
LUC7L3,0.457527901,0.103105467,0.348,0.311,1,-0.037
RPL36AL,0.457608694,0.057512811,0.932,0.919,1,-0.013
ABHD3,0.457667346,-0.35159562,0.095,0.107,1,0.012
TMEM205,0.4577107,-0.618620425,0.091,0.1,1,0.009
CANX,0.457785265,-0.186844964,0.443,0.425,1,-0.018
LINS1,0.45880761,-0.024104335,0.106,0.089,1,-0.017
ADNP,0.459378206,-0.325872016,0.11,0.123,1,0.013
ATP13A1,0.460130972,0.174028886,0.102,0.087,1,-0.015
SSU72,0.461031905,-0.246494993,0.364,0.366,1,0.002
TUBA4A,0.461095469,0.018419427,0.326,0.282,1,-0.044
NEDD8,0.461773234,-0.12633603,0.481,0.474,1,-0.007
WDR82,0.461818304,-0.331081365,0.186,0.197,1,0.011
SRSF7,0.461849079,0.053646385,0.693,0.652,1,-0.041
STAT1,0.462228817,0.161376034,0.307,0.278,1,-0.029
NBN,0.463320191,0.142087022,0.133,0.115,1,-0.018
EEA1,0.463440241,-0.011425023,0.121,0.103,1,-0.018
ACAA2,0.463468967,-0.268316716,0.231,0.238,1,0.007
OSTC,0.46461724,-0.049086012,0.303,0.262,1,-0.041
ZNRF2,0.464745043,-0.150056283,0.14,0.117,1,-0.023
C9orf78,0.464846139,-0.104958573,0.424,0.435,1,0.011
PPP3CA,0.464887331,0.100329541,0.144,0.124,1,-0.02
LSM8,0.46522028,-0.237278869,0.39,0.376,1,-0.014
SNRPF,0.465292561,-0.19310075,0.292,0.299,1,0.007
MIF4GD,0.46544794,-0.226288776,0.163,0.173,1,0.01
RWDD3,0.465788658,0.132068746,0.129,0.111,1,-0.018
FBXL5,0.466646448,0.280412078,0.174,0.156,1,-0.018
STMP1,0.466681491,-0.259259618,0.254,0.259,1,0.005
CLTA,0.466906273,-0.339940534,0.186,0.194,1,0.008
SFPQ,0.466944056,-0.110708389,0.496,0.493,1,-0.003
IKBKB,0.46742106,0.100854663,0.106,0.091,1,-0.015
SERPINB6,0.467641842,-0.063209598,0.265,0.23,1,-0.035
TOR1AIP1,0.468021617,-0.312905683,0.121,0.133,1,0.012
CELF1,0.468231564,-0.157193717,0.121,0.133,1,0.012
DDX56,0.468948674,-0.04280049,0.106,0.089,1,-0.017
DAD1,0.469136789,-0.196550273,0.462,0.441,1,-0.021
MRPS26,0.469213868,-0.325231989,0.121,0.135,1,0.014
TOMM70,0.46992821,0.006771504,0.106,0.089,1,-0.017
GSR,0.470011596,-0.270560695,0.087,0.1,1,0.013
PCMT1,0.470258938,-0.276615638,0.212,0.219,1,0.007
CNOT6L,0.471275789,-0.168003171,0.174,0.189,1,0.015
PTBP1,0.471819398,0.04389551,0.254,0.225,1,-0.029
CCDC57,0.472219681,-0.038578557,0.106,0.089,1,-0.017
TRNT1,0.472594299,-0.380928263,0.091,0.102,1,0.011
PTPN4,0.473176251,-0.133819839,0.36,0.365,1,0.005
EIF3I,0.473305082,-0.243670682,0.311,0.32,1,0.009
RANBP2,0.473575877,-0.061048594,0.125,0.106,1,-0.019
SEC62,0.473905089,0.004759737,0.409,0.356,1,-0.053
HNRNPH2,0.474011281,-0.016992881,0.133,0.113,1,-0.02
MRPS18C,0.4740334,-0.100004666,0.125,0.106,1,-0.019
PTRH1,0.474334909,-0.217539163,0.102,0.115,1,0.013
SP3,0.474523598,0.110414459,0.193,0.169,1,-0.024
SEMA4D,0.475079542,-0.35246184,0.235,0.24,1,0.005
EHMT1,0.475657592,-0.2904401,0.193,0.202,1,0.009
WDR45,0.476422016,-0.377872265,0.17,0.177,1,0.007
EIF4G3,0.476774855,-0.404726818,0.114,0.126,1,0.012
MAPRE1,0.477343343,-0.248356356,0.17,0.181,1,0.011
TIMM17B,0.47771266,0.013292285,0.208,0.18,1,-0.028
BLOC1S4,0.478069712,-0.073046755,0.178,0.153,1,-0.025
CNPPD1,0.478435554,0.060261968,0.258,0.226,1,-0.032
ZNF292,0.479123104,-0.368626859,0.254,0.254,1,0
FUNDC2,0.479556898,-0.171744801,0.216,0.224,1,0.008
GRSF1,0.480042531,-0.26950889,0.242,0.248,1,0.006
SEPTIN2,0.480675029,0.015969847,0.333,0.285,1,-0.048
CWC15,0.480921699,-0.028060738,0.212,0.184,1,-0.028
STAU1,0.481010767,-0.041369483,0.193,0.168,1,-0.025
MON2,0.481336178,-0.346106142,0.148,0.157,1,0.009
DERL1,0.48178529,-0.235286032,0.205,0.215,1,0.01
DAP3,0.481876221,-0.29332078,0.22,0.224,1,0.004
PPM1G,0.482508593,-0.237227749,0.284,0.288,1,0.004
LCMT1,0.482638063,-0.502188179,0.091,0.101,1,0.01
MARCH7,0.482783103,-0.265631935,0.14,0.151,1,0.011
HYOU1,0.482790309,0.057552728,0.133,0.116,1,-0.017
UBE2S,0.483233658,0.050732463,0.307,0.273,1,-0.034
PSENEN,0.483393201,-0.035453296,0.223,0.193,1,-0.03
SRP14,0.483538229,-0.065698553,0.83,0.798,1,-0.032
TASOR,0.483539818,-0.325795273,0.178,0.186,1,0.008
WRAP73,0.483855141,-0.440357253,0.095,0.106,1,0.011
MRPS36,0.484071713,-0.0698542,0.227,0.193,1,-0.034
MED4,0.484381425,0.069724736,0.208,0.179,1,-0.029
STIM2,0.484465105,0.055789344,0.223,0.195,1,-0.028
PBX2,0.484852761,0.10731932,0.11,0.094,1,-0.016
KLHL28,0.485236001,0.026187279,0.144,0.124,1,-0.02
VPS28,0.485401889,-0.133112674,0.424,0.408,1,-0.016
ARGLU1,0.487076224,0.055864859,0.58,0.529,1,-0.051
MTFP1,0.487373592,0.037268936,0.121,0.104,1,-0.017
SNHG7,0.488298667,0.062591167,0.242,0.216,1,-0.026
PDXDC1,0.488513176,-0.000130411,0.148,0.127,1,-0.021
GMIP,0.488833559,-0.092732856,0.163,0.14,1,-0.023
LRRC59,0.48980283,0.075537387,0.11,0.095,1,-0.015
PI4KA,0.490318059,-0.177908202,0.129,0.108,1,-0.021
USP47,0.490768852,0.081380141,0.178,0.156,1,-0.022
TNKS2,0.491581171,-0.065073022,0.22,0.189,1,-0.031
CENPT,0.491850938,0.064475179,0.17,0.15,1,-0.02
USP33,0.491907816,0.186388534,0.178,0.156,1,-0.022
RC3H1,0.492245497,-0.294367438,0.155,0.165,1,0.01
NAAA,0.492448798,-0.01234891,0.163,0.143,1,-0.02
NELFB,0.492513623,0.083141434,0.14,0.121,1,-0.019
KAT6B,0.49281224,0.015879907,0.193,0.167,1,-0.026
FAM98C,0.493698255,-0.039619152,0.102,0.086,1,-0.016
PARP9,0.493699254,-0.429553969,0.095,0.105,1,0.01
IMPDH1,0.494325197,-0.09631725,0.133,0.112,1,-0.021
TGFBR2,0.494543352,0.061482139,0.314,0.283,1,-0.031
GLYR1,0.494654447,0.057451861,0.125,0.107,1,-0.018
OSBP,0.495080114,0.05946359,0.117,0.102,1,-0.015
TSC22D2,0.495090026,-0.356476806,0.091,0.102,1,0.011
PHF20,0.495424519,0.007306968,0.227,0.199,1,-0.028
GARS,0.495555705,-0.396162474,0.125,0.135,1,0.01
IK,0.49633766,0.028399272,0.432,0.382,1,-0.05
POLDIP3,0.49634295,-0.469734266,0.106,0.115,1,0.009
RNF181,0.496788753,-0.01470956,0.269,0.241,1,-0.028
AL118516.1,0.496872358,-0.286200988,0.152,0.164,1,0.012
SGF29,0.497542653,-0.03696125,0.14,0.122,1,-0.018
SMIM26,0.497804752,-0.193598462,0.25,0.253,1,0.003
SCAF4,0.49795459,-0.290389254,0.14,0.152,1,0.012
PSME4,0.49800248,-0.010459929,0.133,0.114,1,-0.019
COQ10B,0.499288506,-0.431207037,0.125,0.136,1,0.011
LAPTM4A,0.499715098,0.182327484,0.201,0.181,1,-0.02
GMFG,0.499735418,-0.067659137,0.636,0.629,1,-0.007
CASP8AP2,0.499913933,0.213729868,0.114,0.099,1,-0.015
FAAP20,0.500243099,0.048215688,0.303,0.268,1,-0.035
CHCHD3,0.500266056,-0.045906787,0.148,0.126,1,-0.022
DDX27,0.500555163,0.1347734,0.148,0.129,1,-0.019
LZIC,0.501012265,0.131711219,0.102,0.088,1,-0.014
NDUFS3,0.501371554,-0.351162806,0.152,0.16,1,0.008
C19orf25,0.501404679,-0.355925386,0.125,0.136,1,0.011
CHMP4B,0.501413426,-0.046091233,0.239,0.208,1,-0.031
RAB9A,0.501536798,-0.245408363,0.121,0.133,1,0.012
FBXW2,0.502543775,-0.046503854,0.125,0.107,1,-0.018
LATS1,0.503202599,-0.06828227,0.159,0.137,1,-0.022
SUCLG2,0.503266205,-0.40119211,0.11,0.12,1,0.01
CUL1,0.50335072,0.071516182,0.133,0.116,1,-0.017
DCAF5,0.503431816,-0.124719222,0.197,0.21,1,0.013
BRD4,0.503941809,-0.167934577,0.284,0.291,1,0.007
C16orf72,0.504166879,0.165322903,0.106,0.091,1,-0.015
ADA2,0.504995933,-0.099344963,0.117,0.1,1,-0.017
TIA1,0.505235523,-0.192130376,0.11,0.123,1,0.013
PSMB1,0.505392659,-0.002252548,0.489,0.423,1,-0.066
STK4,0.505579127,-0.002066262,0.648,0.586,1,-0.062
CCNB1IP1,0.505628682,0.042288083,0.121,0.105,1,-0.016
NEDD9,0.505747706,-0.385190215,0.091,0.102,1,0.011
TNFRSF1A,0.505848463,0.128916356,0.189,0.168,1,-0.021
EXOSC8,0.50593993,-0.317824918,0.114,0.125,1,0.011
EOMES,0.505995715,-0.307476931,0.208,0.215,1,0.007
SRPK2,0.50638083,-0.230566993,0.341,0.339,1,-0.002
MRPS15,0.506482172,-0.30019786,0.17,0.182,1,0.012
KLF13,0.506634038,0.101880441,0.42,0.375,1,-0.045
OAS2,0.507004615,-0.459024994,0.098,0.107,1,0.009
CHD1,0.507029267,-0.206296075,0.227,0.238,1,0.011
SLC35B2,0.507495576,0.086743714,0.117,0.102,1,-0.015
PSMC5,0.507837527,-0.167977456,0.383,0.368,1,-0.015
DUS1L,0.508071638,-0.176887426,0.246,0.256,1,0.01
DNPEP,0.508326937,0.189916778,0.152,0.132,1,-0.02
CHCHD7,0.509189679,-0.090606185,0.129,0.111,1,-0.018
DCXR,0.509679643,-0.073704998,0.261,0.225,1,-0.036
TRAPPC3,0.509941688,-0.324471336,0.186,0.191,1,0.005
CD46,0.509957938,-0.199214009,0.295,0.295,1,0
XPA,0.510275009,0.005880365,0.155,0.134,1,-0.021
AFTPH,0.510364929,-0.367014495,0.095,0.106,1,0.011
COPS4,0.510719335,-0.383603209,0.091,0.101,1,0.01
LINC01578,0.510885197,-0.025036453,0.667,0.608,1,-0.059
ALKBH5,0.511798508,-0.051709785,0.235,0.204,1,-0.031
TRIR,0.512280854,-0.09952703,0.731,0.715,1,-0.016
MIEN1,0.512771287,-0.182382568,0.303,0.304,1,0.001
TALDO1,0.512929975,-0.067478706,0.295,0.259,1,-0.036
RSBN1L,0.513503462,-0.202135324,0.269,0.278,1,0.009
MAP3K11,0.514374575,0.194955649,0.102,0.088,1,-0.014
SF3A1,0.514463922,-0.150596267,0.311,0.306,1,-0.005
DHX9,0.514778025,-0.306155722,0.129,0.138,1,0.009
CCNK,0.51518575,-0.035732787,0.178,0.156,1,-0.022
TMEM134,0.515845291,-0.020521738,0.174,0.152,1,-0.022
RNH1,0.516340168,0.140960355,0.258,0.239,1,-0.019
UBAC1,0.516345757,0.060552937,0.117,0.102,1,-0.015
HNRNPF,0.51663985,-0.102575305,0.47,0.464,1,-0.006
HSF1,0.516646548,0.009026252,0.189,0.166,1,-0.023
SRRT,0.516694955,-0.483145411,0.17,0.173,1,0.003
TIMM8B,0.516755269,-0.358445888,0.091,0.101,1,0.01
ATP8B2,0.5168499,0.020742105,0.106,0.09,1,-0.016
AK3,0.516925533,-0.369271763,0.102,0.112,1,0.01
DYNC1LI1,0.516928286,-0.246506215,0.091,0.103,1,0.012
CCDC167,0.517282085,0.007108852,0.201,0.176,1,-0.025
ZMYND11,0.517370057,-0.30267643,0.144,0.155,1,0.011
SBNO1,0.517426205,-0.064613887,0.159,0.139,1,-0.02
OTUD6B-AS1,0.517757046,-0.00106419,0.182,0.159,1,-0.023
ASB8,0.517941233,-0.176737565,0.136,0.149,1,0.013
MAP2K1,0.517959953,0.112737796,0.129,0.114,1,-0.015
ATP1B3,0.518336088,-0.36965073,0.167,0.172,1,0.005
TAF1D,0.51866437,-0.016814939,0.314,0.274,1,-0.04
FBXO32,0.518860174,-0.371330781,0.155,0.163,1,0.008
TPM4,0.51903892,-0.110806582,0.265,0.231,1,-0.034
MBD4,0.519057637,0.073356161,0.223,0.201,1,-0.022
SMC5,0.519351503,-0.027922108,0.182,0.159,1,-0.023
SMIM29,0.520087323,-0.267925286,0.17,0.178,1,0.008
ARSA,0.520206264,-0.379463708,0.133,0.142,1,0.009
APOBEC3C,0.520673543,-0.338498285,0.201,0.206,1,0.005
TPD52L2,0.520811679,-0.137609291,0.125,0.106,1,-0.019
MSI2,0.521006162,0.026135223,0.102,0.089,1,-0.013
EMC3,0.521392797,-0.259721118,0.182,0.189,1,0.007
FAM219B,0.521499414,-0.026278043,0.102,0.087,1,-0.015
SYF2,0.521703489,-0.225210715,0.367,0.36,1,-0.007
LYRM2,0.521770015,0.055329165,0.114,0.099,1,-0.015
GPR65,0.522467609,0.007006022,0.273,0.243,1,-0.03
CYHR1,0.522605198,0.012969402,0.117,0.103,1,-0.014
SNRPN,0.523025425,-0.078532605,0.155,0.135,1,-0.02
UTY,0.523096098,-0.06088902,0.178,0.154,1,-0.024
SPOCK2,0.523287882,-0.062231501,0.534,0.526,1,-0.008
SPOP,0.523358924,-0.036935477,0.125,0.108,1,-0.017
ACYP2,0.523697485,-0.158619398,0.14,0.12,1,-0.02
SORL1,0.52377555,-0.200494008,0.269,0.276,1,0.007
PRPF6,0.523806326,-0.024459778,0.212,0.187,1,-0.025
GALT,0.523896005,0.021399009,0.114,0.098,1,-0.016
CNPY3,0.523983971,-0.265994492,0.265,0.264,1,-0.001
SREK1,0.524672124,-0.28797895,0.121,0.133,1,0.012
YIPF4,0.524832632,-0.370918819,0.11,0.119,1,0.009
CAST,0.525116266,0.038206808,0.534,0.481,1,-0.053
STX4,0.525335563,-0.089657115,0.159,0.136,1,-0.023
EIF4A1,0.525482958,-0.092707427,0.58,0.568,1,-0.012
PIGT,0.525556181,-0.302332904,0.182,0.188,1,0.006
CAPRIN1,0.525811388,-0.227998536,0.201,0.209,1,0.008
RTF1,0.526285381,0.016569573,0.273,0.248,1,-0.025
MANF,0.527036623,-0.317865318,0.197,0.2,1,0.003
RILPL2,0.527669336,0.038107245,0.167,0.147,1,-0.02
MRTFA,0.527835996,-0.295747361,0.095,0.105,1,0.01
COMMD7,0.528018444,-0.290296892,0.258,0.256,1,-0.002
UBE4A,0.529165931,-0.224610474,0.114,0.126,1,0.012
PCF11,0.529206861,0.092955871,0.178,0.159,1,-0.019
SRP19,0.529249503,-0.051157734,0.227,0.201,1,-0.026
ATG4B,0.529788681,-0.281160836,0.129,0.138,1,0.009
ANKRD36,0.530224781,0.068849619,0.205,0.183,1,-0.022
PDK3,0.53025035,-0.162132388,0.11,0.093,1,-0.017
C20orf27,0.530626012,0.012574402,0.125,0.109,1,-0.016
CCNL1,0.531199823,-0.226077482,0.496,0.465,1,-0.031
NEK7,0.531288782,0.000755389,0.14,0.122,1,-0.018
NUP214,0.531590572,0.166749393,0.129,0.113,1,-0.016
SIVA1,0.531662089,-0.137005219,0.258,0.267,1,0.009
PSMD3,0.53189586,0.140598752,0.159,0.14,1,-0.019
TOX4,0.532439809,0.086352981,0.227,0.2,1,-0.027
GPS1,0.533265435,-0.277524608,0.205,0.209,1,0.004
SH3BP2,0.533581878,-0.334707008,0.114,0.124,1,0.01
NBEAL2,0.533743539,-0.195222448,0.159,0.17,1,0.011
BIRC6,0.533968995,-0.207337171,0.208,0.216,1,0.008
PRPS1,0.534117089,0.101689284,0.125,0.11,1,-0.015
HNRNPUL1,0.534648508,-0.015488776,0.383,0.341,1,-0.042
PRNP,0.534691893,-0.028344908,0.273,0.241,1,-0.032
CDK9,0.534893292,0.059957814,0.129,0.114,1,-0.015
GLS,0.535170141,-0.144036378,0.364,0.345,1,-0.019
DNM2,0.535338706,-0.093531495,0.303,0.258,1,-0.045
DDB1,0.53557335,0.056958562,0.182,0.162,1,-0.02
CMIP,0.535734127,0.137049171,0.125,0.111,1,-0.014
GSTO1,0.535855377,-0.127322052,0.189,0.165,1,-0.024
TSSC4,0.536025902,0.007601006,0.155,0.136,1,-0.019
SOD1,0.536063411,0.046126186,0.538,0.483,1,-0.055
HTRA2,0.536160179,0.025664179,0.106,0.092,1,-0.014
S1PR4,0.536901512,0.166262829,0.371,0.334,1,-0.037
PSPC1,0.537075381,0.042711784,0.155,0.136,1,-0.019
PPP6R1,0.537196891,-0.022511727,0.269,0.241,1,-0.028
SURF2,0.537341615,0.025148062,0.106,0.092,1,-0.014
TAF10,0.537466207,-0.096667317,0.617,0.578,1,-0.039
ATG12,0.537720335,-0.093825146,0.22,0.19,1,-0.03
DHX8,0.538112779,-0.020256384,0.106,0.091,1,-0.015
ETNK1,0.538134322,-0.085728456,0.178,0.156,1,-0.022
USP10,0.538335493,-0.298099393,0.102,0.112,1,0.01
TPR,0.538380819,-0.140838532,0.345,0.344,1,-0.001
PRDM2,0.538433192,0.003872668,0.152,0.135,1,-0.017
UNC13D,0.538792257,-0.292469528,0.148,0.158,1,0.01
MLLT6,0.538800372,-0.008390453,0.273,0.242,1,-0.031
SELENOF,0.539177968,-0.157620891,0.386,0.379,1,-0.007
NDUFB10,0.539673998,-0.130874962,0.47,0.441,1,-0.029
YWHAE,0.539728342,-0.469826803,0.125,0.131,1,0.006
NCK1,0.539853304,0.069733421,0.186,0.165,1,-0.021
COPG1,0.540399131,-0.216835965,0.106,0.117,1,0.011
TMEM59,0.540670456,-0.194967642,0.504,0.454,1,-0.05
SMURF2,0.540779288,-0.090176539,0.11,0.094,1,-0.016
URM1,0.540929208,-0.318092949,0.167,0.174,1,0.007
GPBP1,0.541378862,-0.126011138,0.261,0.268,1,0.007
TDG,0.541711397,-0.373711288,0.098,0.108,1,0.01
AP1M1,0.542058741,-0.001485687,0.239,0.211,1,-0.028
PYURF,0.542260888,-0.056590523,0.402,0.351,1,-0.051
INTS10,0.542480399,-0.390626026,0.152,0.158,1,0.006
RNFT1,0.542701498,-0.008155337,0.114,0.099,1,-0.015
RERE,0.543836718,-0.01721662,0.11,0.094,1,-0.016
USO1,0.544258736,-0.039310735,0.133,0.116,1,-0.017
CRKL,0.544349817,0.018134306,0.102,0.088,1,-0.014
TES,0.54442537,-0.040918357,0.277,0.239,1,-0.038
PMF1,0.545225897,0.121887323,0.133,0.12,1,-0.013
RELA,0.545269188,0.090220991,0.22,0.198,1,-0.022
LY6E,0.545443458,-0.138948009,0.739,0.676,1,-0.063
USP16,0.545451964,-0.006162277,0.227,0.2,1,-0.027
SLC35C2,0.545649737,-0.133547202,0.136,0.117,1,-0.019
COPS7A,0.546243862,-0.001187423,0.106,0.092,1,-0.014
UPF2,0.54647472,0.100938948,0.182,0.165,1,-0.017
CHD2,0.54778769,-0.100902681,0.311,0.266,1,-0.045
NDUFC1,0.548156112,0.047893563,0.223,0.2,1,-0.023
NFAT5,0.548200461,-0.085660154,0.14,0.12,1,-0.02
SLC3A2,0.548307043,0.057796628,0.258,0.229,1,-0.029
SMARCA5,0.549480285,-0.076412652,0.273,0.236,1,-0.037
FBXO7,0.549515642,-0.282763578,0.273,0.272,1,-0.001
SSRP1,0.550001034,0.00529618,0.17,0.151,1,-0.019
TMEM126B,0.550182461,-0.052515091,0.114,0.098,1,-0.016
PAF1,0.551453312,0.094162721,0.125,0.109,1,-0.016
SSBP1,0.552328686,-0.019292571,0.356,0.312,1,-0.044
HARS,0.552369073,-0.287667244,0.114,0.123,1,0.009
ATP6V0C,0.552532796,-0.13257667,0.553,0.526,1,-0.027
ZC3H6,0.552720202,-0.032831927,0.117,0.102,1,-0.015
DDX39B,0.552867725,0.056219559,0.341,0.312,1,-0.029
NSUN5,0.553018411,0.199669237,0.121,0.11,1,-0.011
VIM,0.553076917,-0.075493112,0.833,0.816,1,-0.017
SAP30L,0.553536512,-0.157772793,0.121,0.104,1,-0.017
ARL16,0.55383787,-0.099436653,0.129,0.14,1,0.011
PPM1B,0.553870821,0.03862074,0.152,0.136,1,-0.016
COMMD8,0.554018904,-0.014591028,0.133,0.117,1,-0.016
GAPDH,0.554105809,-0.048821985,0.973,0.967,1,-0.006
AKR1A1,0.554209837,0.069260799,0.178,0.158,1,-0.02
SLC39A7,0.554375313,0.092523362,0.125,0.109,1,-0.016
EIF3J,0.554864329,-0.175751181,0.121,0.132,1,0.011
PDLIM5,0.555135741,-0.12144363,0.106,0.116,1,0.01
HAT1,0.555418851,0.045858821,0.106,0.092,1,-0.014
SYAP1,0.555507956,0.008488996,0.133,0.117,1,-0.016
POLE4,0.555540409,-0.008126619,0.201,0.179,1,-0.022
WASHC2C,0.556272703,0.192651814,0.106,0.093,1,-0.013
PIN4,0.556440678,0.053407389,0.152,0.135,1,-0.017
PTDSS1,0.556462457,0.088820106,0.163,0.145,1,-0.018
CDC34,0.55737054,-0.04492162,0.163,0.142,1,-0.021
FLII,0.557631254,-0.250738873,0.14,0.149,1,0.009
XAF1,0.558128652,-0.076101292,0.163,0.141,1,-0.022
CDC5L,0.558349913,-0.196852396,0.11,0.12,1,0.01
TMEM107,0.558601432,-0.268010749,0.117,0.127,1,0.01
SQSTM1,0.559609652,-0.003128587,0.375,0.337,1,-0.038
BFAR,0.560785816,-0.289848648,0.144,0.153,1,0.009
DHPS,0.560898124,-0.331013611,0.197,0.198,1,0.001
CHMP5,0.561025049,-0.062519766,0.133,0.116,1,-0.017
PDCD10,0.561255258,-0.264790709,0.189,0.194,1,0.005
KAT8,0.561257725,-0.29847867,0.129,0.138,1,0.009
CNTRL,0.562463069,-0.307389791,0.152,0.159,1,0.007
PIAS1,0.562537198,-0.235606934,0.216,0.222,1,0.006
CCDC107,0.56274578,-0.149905142,0.367,0.369,1,0.002
SNX15,0.562750867,-0.039035532,0.11,0.096,1,-0.014
CFAP20,0.562808617,0.041100084,0.11,0.095,1,-0.015
RPL27A,0.563230128,-0.04849108,0.913,0.916,1,0.003
PIH1D1,0.563415864,-0.03722552,0.208,0.186,1,-0.022
RTCB,0.563593301,0.121918943,0.117,0.103,1,-0.014
PSMC2,0.563605181,-0.113581428,0.114,0.098,1,-0.016
GPCPD1,0.563926928,-0.061232679,0.136,0.12,1,-0.016
TNIP1,0.56395841,0.006619046,0.28,0.249,1,-0.031
KLF3,0.56430133,0.014425274,0.538,0.489,1,-0.049
DPM2,0.564490635,-0.347621564,0.14,0.146,1,0.006
TMEM259,0.564977766,-0.10404646,0.277,0.274,1,-0.003
ELF2,0.56650878,-0.281557285,0.193,0.198,1,0.005
SF3B6,0.566784823,0.010290482,0.356,0.316,1,-0.04
BTF3,0.567036558,0.012544137,0.947,0.921,1,-0.026
DENND1C,0.567354247,-0.273133136,0.212,0.214,1,0.002
ERP29,0.567479029,0.043729005,0.659,0.591,1,-0.068
PDIA6,0.567699458,-0.108179123,0.379,0.375,1,-0.004
